sent_id,tokens
E00064,남자/NNG 친구/NNG 랑/JKB 어제/MAG 크/VA 게/EC 싸우/VV 었/EP 어/EF 믿/VV-R 었/EP 던/ETM 사람/NNG 한테/JKB 이런/MM 일/NNG 당하/VV 니까/EC 더/MAG 아프/VA 어/EF
E00065,헤어지/VV ᆫ/ETM 지/NNB 한/MM 달/NNB 되/VV 었/EP 는데/EC 아직/MAG 생각나/VV 어요/EF 왜/MAG 나/NP 한테/JKB 만/JX 이러/VV 는/ETM 거/NNB 이/VCP ᆫ지/EC 억울/XR 하/XSA 어요/EF
E00066,아이/NNG 가/JKS 학교/NNG 에서/JKB 상/NNG 을/JKO 받/VV-R 어/EC 오/VX 었/EP 어/EF 너무/MAG 좋/VA 어서/EC 아직/MAG 도/JX 실감/NNG 이/JKS 안/MAG 나/VV 어/EF
E00067,팀장/NNG 이/JKS 나/NP 의/JKG 아이디어/NNG 를/JKO 자기/NP 거/NNB 이/VCP 라고/EC 발표/NNG 하/XSV 었/EP 어/EF 왜/MAG 나/NP 한테/JKB 만/JX 이러/VV 는/ETM 거/NNB 이/VCP ᆫ지/EC 억울/XR 하/XSA 어/EF
E00068,이웃/NNG 이/NR 층/NNG 가/VV ᆫ/ETM 소음/NNG 으로/JKB 찾아오/VV 었/EP 어/EF 진짜/MAG 화/NNG 가/JKS 나/VV 어서/EC 참/VV 을/ETM 수/NNB 가/JKS 없/VA 어/EF
E00069,아이/NNG 가/JKS 학교/NNG 에서/JKB 상/NNG 을/JKO 받/VV-R 어/EC 오/VX 었/EP 어/EF 진짜/MAG 오랜만/NNG 에/JKB 기분/NNG 이/JKS 날아가/VV ᆯ/ETM 것/NNB 같/VA 어/EF
E00070,건강/NNG 검진/NNG 결과/NNG 가/JKS 안/MAG 좋/VA 게/EC 나오/VV 었/EP 어/EF 이것/NP 이/JKS 말/NNG 이/JKC 되/VV 냐고/EF
E00071,애인/NNG 이/JKS 나/NP 의/JKG 생일/NNG 을/JKO 잊/VV 었/EP 어/EF 자꾸/MAG 최악/NNG 의/JKG 상황/NNG 만/JX 상상/NNG 하/XSV 게/EC 되/VV 어/EF
E00072,동료/NNG 가/JKS 나/NP 의/JKG 실수/NNG 를/JKO 다/MAG 덮/VV 어/EC 주/VX 었/EP 어/EF 괜히/MAG 예민/XR 하/XSA 어/EC 지/VX 는/ETM 것/NNB 같/VA 어/EF
E00073,소개팅/NNG 에서/JKB 만나/VV ᆫ/ETM 사람/NNG 이/JKS 또/MAG 연락/NNG 오/VV 었/EP 어/EF 그동안/NNG 고생/NNG 하/XSV ᆫ/ETM 보람/NNG 이/JKS 있/VV 네/EF
E00074,부모/NNG 님/XSN 이/JKS 자꾸/MAG 결혼/NNG 얘기/NNG 를/JKO 하/VV 시/EP 어/EF 너무/MAG 갑작스럽/VA-I 어서/EC 아직/MAG 도/JX 얼떨떨/XR 하/XSA 어/EF
E00075,오늘/MAG 프러포즈/NNG 받/VV-R 었/EP 어/EF 누구/NP 한테/JKB 이/VCP 라도/EC 자랑/NNG 하/XSV 고/EC 싶/VX 어/EF
E00076,아빠/NNG 랑/JKB 또/MAG 말다툼/NNG 하/XSV 었/EP 어/EF 속/NNG 이/JKS 좀/MAG 시끄럽/VA-I 어/EF
E00077,출근길/NNG 에/JKB 지하철/NNG 에서/JKB 쓰러지/VV ᆯ/ETM 뻔/NNB 하/XSA 었/EP 어/EF 괜히/MAG 예민/XR 하/XSA 어/EC 지/VX 는/ETM 것/NNB 같/VA 어/EF
E00078,시험/NNG 성적/NNG 이/JKS 생각/NNG 보다/JKB 안/MAG 나오/VV 었/EP 어/EF 이런/MM 나/NP 가/JKS 좀/MAG 낯설/VA 어/EF
E00079,전세/NNG 만기/NNG 가/JKS 다가오/VV 는/ETM 데/NNB 돈/NNG 이/JKS 부족/NNG 하/XSA 어요/EF 괜히/MAG 예민/XR 하/XSA 어/EC 지/VX 는/ETM 것/NNB 같/VA 어요/EF
E00080,이웃/NNG 이/NR 층/NNG 가/VV ᆫ/ETM 소음/NNG 으로/JKB 찾아오/VV 었/EP 어/EF 속/NNG 이/JKS 좀/MAG 시끄럽/VA-I 어/EF
E00081,퇴근/NNG 하/XSV 고/EC 집/NNG 에/JKB 오/VV 면/EC 아무것/NNG 도/JX 못/MAG 하/VV 겠/EP 어/EF 그냥/MAG 하루/NNG 종일/NNG 눈물/NNG 만/JX 나/VV 어/EF
E00082,친구/NNG 결혼식/NNG 이/JKS 세/MM 개/NNB 나/JX 겹치/VV 었/EP 어/EF 그냥/MAG 마음/NNG 이/JKS 복잡/XR 하/XSA 어/EF
E00083,여자/NNG 친구/NNG 가/JKS 갑자기/MAG 연락/NNG 을/JKO 끊/VV 었/EP 어/EF 잠/NNG 도/JX 잘/MAG 안/MAG 오/VV 고/EC 계속/MAG 뒤척이/VV 어/EF
E00084,명절/NNG 에/JKB 친척/NNG 들/XSN 이/JKS 취업/NNG 얘기/NNG 만/JX 물어보/VV 었/EP 어/EF 밤/NNG 에/JKB 잠/NNG 도/JX 안/MAG 오/VV 고/EC 계속/MAG 그/MM 생각/NNG 만/JX 나/VV 어/EF
E00085,동기/NNG 가/JKS 먼저/MAG 승진/NNG 하/XSV 었/EP 어/EF 그냥/MAG 좀/MAG 지치/VV 어/EF
E00086,이번/NNG 달/NNG 도/JX 야근/NNG 수당/NNG 이/JKS 안/MAG 들어오/VV 었/EP 어/EF 속/NNG 이/JKS 좀/MAG 시끄럽/VA-I 어/EF
E00087,프로젝트/NNG 마감/NNG 이/JKS 코앞/NNG 이/VCP ᆫ데/EC 아무것/NNG 도/JX 안/MAG 되/VV 었/EP 어/EF 아무것/NNG 도/JX 하/VV 기/ETN 싫/VA 고/EC 자꾸/MAG 가라앉/VV 어/EF
E00088,상사/NNG 한테/JKB 보고서/NNG 때문/NNB 에/JKB 한/MM 소리/NNG 듣/VV-I 었/EP 어/EF 이런/MM 나/NP 가/JKS 좀/MAG 낯설/VA 어/EF
E00089,모임/NNG 에서/JKB 나/NP 만/JX 빼/VV 고/EC 약속/NNG 을/JKO 잡/VV-R 었/EP 더라/EF 생각/NNG 하/XSV ᆯ수록/EC 열/NNG 받/VV-R 어/EF
E00090,건강/NNG 검진/NNG 결과/NNG 가/JKS 안/MAG 좋/VA 게/EC 나오/VV 었/EP 어/EF 며칠/NNG 째/XSN 마음/NNG 이/JKS 안/MAG 좋/VA 어/EF
E00091,부모/NNG 님/XSN 이/JKS 자꾸/MAG 결혼/NNG 얘기/NNG 를/JKO 하/VV 시/EP 어/EF 그냥/MAG 마음/NNG 이/JKS 복잡/XR 하/XSA 어/EF
E00092,취업/NNG 준비/NNG 랑/JC 학교/NNG 수업/NNG 을/JKO 같이/MAG 하/VV 니까/EC 시간/NNG 이/JKS 없/VA 어/EF 아무것/NNG 도/JX 손/NNG 에/JKB 안/MAG 잡히/VV 어/EF
E00093,회사/NNG 에서/JKB 갑자기/MAG 부서/NNG 이동/NNG 하/XSV 래/EF 아무것/NNG 도/JX 하/VV 기/ETN 싫/VA 고/EC 자꾸/MAG 가라앉/VV 어/EF
E00094,남자/NNG 친구/NNG 랑/JKB 어제/MAG 크/VA 게/EC 싸우/VV 었/EP 어/EF 그냥/MAG 좀/MAG 지치/VV 어/EF
E00095,친구/NNG 가/JKS 돈/NNG 을/JKO 빌리/VV 어/EC 가/VX 고/EC 연락/NNG 이/JKS 없/VA 어/EF 잠/NNG 도/JX 잘/MAG 안/MAG 오/VV 고/EC 계속/MAG 뒤척이/VV 어/EF
E00096,연봉/NNG 협상/NNG 이/JKS 생각/NNG 보다/JKB 잘/MAG 되/VV 었/EP 어/EF 너무/MAG 좋/VA 어서/EC 아직/MAG 도/JX 실감/NNG 이/JKS 안/MAG 나/VV 어/EF
E00097,애인/NNG 이/JKS 나/NP 의/JKG 생일/NNG 을/JKO 잊/VV 었/EP 어/EF 이런/MM 나/NP 가/JKS 좀/MAG 낯설/VA 어/EF
E00098,출근길/NNG 에/JKB 지하철/NNG 에서/JKB 쓰러지/VV ᆯ/ETM 뻔/NNB 하/XSA 었/EP 어/EF 잠/NNG 도/JX 잘/MAG 안/MAG 오/VV 고/EC 계속/MAG 뒤척이/VV 어/EF
E00099,같/VA 은/ETM 조/NNG 애/NNG 들/XSN 이/JKS 아무것/NNG 도/JX 안/MAG 하/VV 어/EF 그/MM 자리/NNG 에서/JKB 아무/MM 말/NNG 도/JX 못/MAG 하/VV 었/EP 어/EF
E00100,연봉/NNG 협상/NNG 이/JKS 생각/NNG 보다/JKB 잘/MAG 되/VV 었/EP 어/EF 누구/NP 한테/JKB 이/VCP 라도/EC 자랑/NNG 하/XSV 고/EC 싶/VX 어/EF
E00101,오늘/MAG 프러포즈/NNG 받/VV-R 었/EP 어/EF 너무/MAG 좋/VA 어서/EC 아직/MAG 도/JX 실감/NNG 이/JKS 안/MAG 나/VV 어/EF
E00102,주식/NNG 이/JKS 반토막/NNG 나/VV 었/EP 어/EF 왜/MAG 나/NP 한테/JKB 만/JX 이러/VV 는/ETM 거/NNB 이/VCP ᆫ지/EC 억울/XR 하/XSA 어/EF
E00103,이번/NNG 달/NNG 도/JX 야근/NNG 수당/NNG 이/JKS 안/MAG 들어오/VV 었/EP 어/EF 속/NNG 이/JKS 좀/MAG 시끄럽/VA-I 어/EF
E00104,출근길/NNG 에/JKB 지하철/NNG 에서/JKB 쓰러지/VV ᆯ/ETM 뻔/NNB 하/XSA 었/EP 어/EF 당장/NNG 따지/VV 고/EC 싶/VX 은데/EC 참/VV 느라/EC 힘들/VA 어/EF
E00105,허리/NNG 가/JKS 아프/VA 어서/EC 오래/MAG 못/MAG 앉/VV 어/EC 있/VX 어/EF 이런/MM 나/NP 가/JKS 좀/MAG 낯설/VA 어/EF
E00106,친구/NNG 결혼식/NNG 이/JKS 세/MM 개/NNB 나/JX 겹치/VV 었/EP 어/EF 속/NNG 이/JKS 좀/MAG 시끄럽/VA-I 어/EF
E00107,같/VA 은/ETM 조/NNG 애/NNG 들/XSN 이/JKS 아무것/NNG 도/JX 안/MAG 하/VV 어/EF 자꾸/MAG 최악/NNG 의/JKG 상황/NNG 만/JX 상상/NNG 하/XSV 게/EC 되/VV 어/EF
E00108,상사/NNG 한테/JKB 보고서/NNG 때문/NNB 에/JKB 한/MM 소리/NNG 듣/VV-I 었/EP 어요/EF 심장/NNG 이/JKS 계속/MAG 두근거리/VV 어/EF
E00109,이번/NNG 달/NNG 도/JX 야근/NNG 수당/NNG 이/JKS 안/MAG 들어오/VV 었/EP 어/EF 뭐/NP 이/VCP 라고/EC 하/VV 어야/EC 하/VX ᆯ지/EC 모르/VV 어서/EC 머리/NNG 가/JKS 하얗/VA-I 어/EC 지/VX 었/EP 어/EF
E00110,친하/VA ᆫ/ETM 친구/NNG 가/JKS 나/NP 의/JKG 뒷담화/NNG 를/JKO 하/VV 었/EP 대/EF 아무것/NNG 도/JX 손/NNG 에/JKB 안/MAG 잡히/VV 어/EF
E00111,명절/NNG 에/JKB 친척/NNG 들/XSN 이/JKS 취업/NNG 얘기/NNG 만/JX 물어보/VV 었/EP 어/EF 그냥/MAG 하루/NNG 종일/NNG 눈물/NNG 만/JX 나/VV 어/EF
E00112,다이어트/NNG 목표/NNG 를/JKO 드디어/MAG 달성/NNG 하/XSV 었/EP 어/EF 누구/NP 한테/JKB 이/VCP 라도/EC 자랑/NNG 하/XSV 고/EC 싶/VX 어/EF
E00113,오늘/NNG 회의/NNG 에서/JKB 발표/NNG 를/JKO 망치/VV 었/EP 어/EF 앞/NNG 으로/JKB 어떻/VA-I 게/EC 되/VV ᆯ지/EC 모르/VV 어서/EC 계속/MAG 불안/NNG 하/XSA 어/EF
E00114,팀장/NNG 이/JKS 나/NP 의/JKG 아이디어/NNG 를/JKO 자기/NP 거/NNB 이/VCP 라고/EC 발표/NNG 하/XSV 었/EP 어/EF 뭐/NP ᆯ/JKO 하/VV 어도/EC 마음/NNG 이/JKS 텅/MAG 비/VV ᆫ/ETM 것/NNB 같/VA 어/EF
E00115,결혼/NNG 얘기/NNG 가/JKS 나오/VV 니까/EC 둘/NR 다/MAG 말/NNG 이/JKS 없/VA 어/EC 지/VX 었/EP 어/EF 예상/NNG 을/JKO 완전히/MAG 벗어나/VV 어서/EC 정신/NNG 이/JKS 없/VA 어/EF
E00116,건강/NNG 검진/NNG 결과/NNG 가/JKS 안/MAG 좋/VA 게/EC 나오/VV 었/EP 어/EF 그냥/MAG 마음/NNG 이/JKS 복잡/XR 하/XSA 어/EF
